Word	60_70	70_80	80_90	90_00	Frequency
anonymous	1.0029	1.0051	1.0076	1.0044	1115
majesty	1.0029	1.0028	1.0045	1.0044	1123
ranger	1.0100	1.0043	1.0086	1.0044	1106
combine	1.0061	1.0097	1.0501	1.0044	1775
regime	1.0006	1.0007	1.0066	1.0044	3254
fur	1.0025	1.0055	1.0047	1.0043	2682
pin	1.0014	1.0029	1.0033	1.0043	3386
fighter	1.0045	1.0045	1.0054	1.0043	2412
brazil	1.0058	1.0151	1.0137	1.0043	1495
gender	1.0399	1.0252	1.0114	1.0043	1162
mortal	1.0029	1.0086	1.0048	1.0043	1298
quilt	1.0066	1.0120	1.0046	1.0043	1037
dispatch	1.0029	1.0099	1.0046	1.0042	1464
substance	1.0021	1.0018	1.0031	1.0042	2964
si	1.0037	1.0069	1.0114	1.0042	1016
endorse	1.0052	1.0024	1.0056	1.0042	1435
plantation	1.0038	1.0069	1.0130	1.0042	1055
merger	1.0050	1.0070	1.0043	1.0042	1026
participation	1.0029	1.0026	1.0034	1.0041	1929
elephant	1.0079	1.0054	1.0045	1.0041	1615
indiana	1.0024	1.0050	1.0050	1.0041	1581
attribute	1.0034	1.0047	1.0052	1.0041	2096
division	1.0024	1.0029	1.0031	1.0041	6368
unpleasant	1.0035	1.0041	1.0031	1.0041	1247
brook	1.0063	1.0192	1.0256	1.0041	1714
fleet	1.0026	1.0027	1.0060	1.0040	2474
muslim	1.0138	1.0047	1.0066	1.0040	1484
miller	1.0055	1.0111	1.0043	1.0040	2958
arena	1.0045	1.0044	1.0041	1.0040	1336
fragment	1.0036	1.0022	1.0039	1.0040	1627
replacement	1.0037	1.0046	1.0143	1.0040	1400
pension	1.0042	1.0032	1.0021	1.0040	1648
waitress	1.0059	1.0042	1.0036	1.0040	1259
capability	1.0063	1.0046	1.0061	1.0040	1466
er	1.0021	1.0095	1.0257	1.0039	2555
fresh	1.0012	1.0049	1.0106	1.0039	8391
athlete	1.0030	1.0026	1.0022	1.0039	2083
assist	1.0033	1.0076	1.0093	1.0038	2325
commerce	1.0024	1.0020	1.0058	1.0038	2339
buse	1.0133	1.0094	1.0061	1.0038	1981
resort	1.0055	1.0016	1.0163	1.0038	2695
nut	1.0040	1.0062	1.0048	1.0038	2467
seventeen	1.0018	1.0014	1.0047	1.0038	2006
maid	1.0019	1.0037	1.0026	1.0037	1873
residence	1.0022	1.0029	1.0024	1.0037	1573
lounge	1.0025	1.0035	1.0036	1.0037	1587
businessman	1.0012	1.0018	1.0042	1.0037	2680
norm	1.0624	1.0081	1.0066	1.0037	1068
desir	1.0022	1.0046	1.0047	1.0036	1588
manufactur	1.0057	1.0060	1.0040	1.0036	1848
bluff	1.0122	1.0088	1.0054	1.0036	1081
share	1.0009	1.0121	1.0088	1.0036	18476
reverse	1.0038	1.0021	1.0066	1.0036	2996
negro	1.0070	1.0043	1.0053	1.0036	4546
dazzle	1.0032	1.0063	1.0154	1.0036	1377
penetrate	1.0031	1.0024	1.0044	1.0036	1227
reckon	1.0019	1.0048	1.0035	1.0036	1418
snake	1.0017	1.0023	1.0033	1.0035	3290
uncertainty	1.0017	1.0013	1.0056	1.0035	1524
mushroom	1.0095	1.0210	1.0074	1.0035	1307
glitter	1.0025	1.0035	1.0091	1.0035	1508
chao	1.0032	1.0017	1.0027	1.0035	1650
promotion	1.0020	1.0027	1.0022	1.0035	1599
immense	1.0032	1.0029	1.0048	1.0034	1409
transaction	1.0017	1.0038	1.0043	1.0034	1362
collective	1.0056	1.0044	1.0046	1.0034	2143
adoption	1.0039	1.0063	1.0034	1.0034	1026
inch	1.0018	1.0012	1.0047	1.0034	9910
profile	1.0079	1.0086	1.0064	1.0034	1896
govern	1.0039	1.0057	1.0036	1.0034	2222
net	1.0063	1.0075	1.0114	1.0034	3992
radiation	1.0055	1.0030	1.0031	1.0034	2168
diego	1.0048	1.0029	1.0038	1.0033	1593
gain	1.0013	1.0024	1.0028	1.0033	9297
misery	1.0027	1.0025	1.0027	1.0033	1315
ounce	1.0045	1.0024	1.0372	1.0033	1717
campus	1.0014	1.0027	1.0025	1.0033	2734
lace	1.0027	1.0031	1.0036	1.0033	1852
manufacture	1.0055	1.0111	1.0046	1.0033	1573
participate	1.0016	1.0016	1.0038	1.0033	2380
dar	1.0017	1.0016	1.0031	1.0033	1783
freshman	1.0044	1.0067	1.0027	1.0033	1114
faith	1.0026	1.0006	1.0064	1.0033	6468
brace	1.0045	1.0032	1.0056	1.0033	1727
banner	1.0015	1.0016	1.0036	1.0033	1175
sacred	1.0027	1.0039	1.0023	1.0032	1263
gum	1.0117	1.0089	1.0041	1.0032	1408
stab	1.0037	1.0044	1.0042	1.0032	1491
waist	1.0009	1.0008	1.0015	1.0032	2683
seed	1.0033	1.0028	1.0045	1.0031	2353
worm	1.0042	1.0063	1.0058	1.0031	1263
amateur	1.0024	1.0042	1.0062	1.0031	1490
rabbit	1.0185	1.0109	1.0022	1.0031	2211
select	1.0059	1.0017	1.0097	1.0031	4906
nasty	1.0042	1.0060	1.0042	1.0031	1431
elementary	1.0041	1.0063	1.0289	1.0031	1499
boast	1.0026	1.0022	1.0085	1.0030	1679
conditions	1.0016	1.0023	1.0026	1.0030	1241
gym	1.0089	1.0074	1.0029	1.0030	1192
britain	1.0027	1.0009	1.0044	1.0030	5322
anticipate	1.0018	1.0021	1.0030	1.0030	2490
eagle	1.0075	1.0071	1.0038	1.0030	1827
legislator	1.0021	1.0018	1.0053	1.0029	1260
means	1.0016	1.0008	1.0019	1.0029	8922
bush	1.0180	1.0470	1.0019	1.0029	8196
rag	1.0041	1.0039	1.0021	1.0029	1768
romance	1.0029	1.0030	1.0047	1.0029	1556
quick	1.0007	1.0013	1.0029	1.0029	8132
sector	1.0068	1.0033	1.0035	1.0029	2390
guarantee	1.0019	1.0011	1.0033	1.0029	3728
deposit	1.0047	1.0039	1.0135	1.0029	2414
form	1.0023	1.0009	1.0022	1.0029	30140
plug	1.0037	1.0037	1.0026	1.0029	1351
instructor	1.0047	1.0032	1.0084	1.0028	1255
admitt	1.0033	1.0017	1.0042	1.0028	1386
ski	1.0022	1.0025	1.0061	1.0028	2961
mere	1.0009	1.0008	1.0017	1.0028	10512
stroke	1.0027	1.0022	1.0047	1.0028	2488
row	1.0006	1.0013	1.0014	1.0028	6256
brooklyn	1.0027	1.0059	1.0043	1.0028	2447
blossom	1.0028	1.0042	1.0070	1.0028	1231
encourag	1.0033	1.0021	1.0073	1.0028	1389
insect	1.0024	1.0054	1.0032	1.0027	1952
tilt	1.0049	1.0042	1.0116	1.0027	1805
swim	1.0016	1.0013	1.0014	1.0027	1862
ron	1.0201	1.0096	1.0102	1.0027	1154
attack	1.0011	1.0013	1.0034	1.0027	13820
chris	1.0059	1.0188	1.0181	1.0027	2352
environmental	1.0390	1.0023	1.0030	1.0027	4165
pre	1.0014	1.0021	1.0030	1.0027	3274
chop	1.0061	1.0324	1.0109	1.0027	2557
sw	1.0037	1.0037	1.0106	1.0027	1634
tactics	1.0012	1.0020	1.0039	1.0027	1389
ford	1.0320	1.0312	1.0089	1.0027	6772
thou	1.0016	1.0034	1.0035	1.0027	1436
confin	1.0021	1.0020	1.0035	1.0027	1273
relative	1.0049	1.0012	1.0039	1.0027	7665
performer	1.0065	1.0055	1.0048	1.0027	1170
herd	1.0084	1.0019	1.0038	1.0027	2183
seventy	1.0019	1.0016	1.0042	1.0026	2840
dealer	1.0017	1.0022	1.0020	1.0026	2992
auction	1.0052	1.0044	1.0033	1.0026	1096
exchange	1.0027	1.0027	1.0070	1.0026	8310
container	1.0033	1.0030	1.0026	1.0026	1506
truly	1.0038	1.0027	1.0019	1.0026	4727
reliable	1.0045	1.0037	1.0061	1.0026	1573
jet	1.0031	1.0022	1.0092	1.0026	3490
frankly	1.0032	1.0039	1.0036	1.0026	1293
appropriate	1.0039	1.0015	1.0029	1.0026	4396
whiskey	1.0016	1.0031	1.0040	1.0026	1572
peaceful	1.0137	1.0028	1.0071	1.0026	1845
fiction	1.0028	1.0011	1.0041	1.0026	2747
appreciation	1.0018	1.0030	1.0045	1.0026	1071
underground	1.0055	1.0034	1.0063	1.0026	2106
garbage	1.0019	1.0013	1.0015	1.0026	2154
william	1.0014	1.0035	1.0041	1.0026	12623
wounde	1.0025	1.0016	1.0031	1.0025	1343
elegant	1.0026	1.0025	1.0049	1.0025	1953
inhabitant	1.0019	1.0014	1.0035	1.0025	1060
sore	1.0018	1.0064	1.0043	1.0025	1715
chok	1.0038	1.0042	1.0033	1.0024	1472
oxford	1.0066	1.0142	1.0063	1.0024	1286
review	1.0015	1.0019	1.0032	1.0024	6400
general	1.0013	1.0011	1.0029	1.0024	30839
partly	1.0016	1.0020	1.0036	1.0024	2501
bureau	1.0034	1.0049	1.0045	1.0024	3908
hormone	1.0045	1.0059	1.0117	1.0024	1024
puff	1.0016	1.0022	1.0034	1.0024	1694
profound	1.0016	1.0028	1.0036	1.0024	1739
ethnic	1.0036	1.0032	1.0031	1.0024	1804
tip	1.0015	1.0016	1.0063	1.0024	5792
senator	1.0007	1.0018	1.0010	1.0024	9619
onion	1.0035	1.0151	1.0038	1.0024	1862
madness	1.0036	1.0017	1.0024	1.0024	1050
music	1.0008	1.0010	1.0008	1.0024	16166
structure	1.0017	1.0012	1.0023	1.0023	8848
credit	1.0017	1.0134	1.0087	1.0023	7957
oxygen	1.0043	1.0052	1.0045	1.0023	1525
contrast	1.0012	1.0010	1.0028	1.0023	4515
adapt	1.0044	1.0049	1.0058	1.0023	1077
candy	1.0048	1.0073	1.0121	1.0023	2426
ambitious	1.0024	1.0032	1.0029	1.0023	1510
relatively	1.0015	1.0014	1.0034	1.0023	2114
comparison	1.0033	1.0014	1.0026	1.0023	2257
delivery	1.0019	1.0025	1.0061	1.0023	2473
appetite	1.0015	1.0022	1.0014	1.0023	1258
therefore	1.0025	1.0016	1.0044	1.0023	7543
intend	1.0009	1.0009	1.0027	1.0023	2292
tuck	1.0026	1.0062	1.0044	1.0023	2202
mood	1.0009	1.0007	1.0048	1.0022	4426
flush	1.0018	1.0016	1.0031	1.0022	2278
drape	1.0034	1.0024	1.0032	1.0022	1556
defeat	1.0014	1.0019	1.0033	1.0022	3161
dare	1.0015	1.0019	1.0052	1.0022	2292
confession	1.0032	1.0022	1.0030	1.0022	1412
conscience	1.0013	1.0025	1.0019	1.0022	1737
thigh	1.0018	1.0015	1.0013	1.0021	2368
pepper	1.0116	1.0253	1.0079	1.0021	2704
disorder	1.0042	1.0063	1.0042	1.0021	1828
sotch	1.0018	1.0031	1.0024	1.0021	4407
tho	1.0060	1.0107	1.0032	1.0021	2168
photographer	1.0021	1.0024	1.0019	1.0021	1987
awkward	1.0029	1.0031	1.0029	1.0021	2262
federal	1.0011	1.0016	1.0019	1.0021	18136
confront	1.0021	1.0014	1.0034	1.0020	2590
context	1.0012	1.0031	1.0022	1.0020	2488
pillow	1.0010	1.0013	1.0012	1.0020	2463
equip	1.0017	1.0013	1.0035	1.0020	1691
scheme	1.0024	1.0021	1.0025	1.0020	2678
narrow	1.0010	1.0014	1.0026	1.0020	7704
host	1.0033	1.0031	1.0104	1.0020	3693
thump	1.0021	1.0022	1.0029	1.0020	1157
habitat	1.0095	1.0094	1.0028	1.0020	1053
tease	1.0039	1.0021	1.0027	1.0020	1655
alongside	1.0027	1.0032	1.0033	1.0020	1718
damned	1.0013	1.0020	1.0031	1.0020	2057
calif	1.0015	1.0014	1.0009	1.0020	2121
positive	1.0048	1.0038	1.0027	1.0020	4700
warehouse	1.0049	1.0022	1.0023	1.0020	1342
literary	1.0016	1.0019	1.0034	1.0020	2378
tes	1.0063	1.0026	1.0047	1.0020	2035
register	1.0013	1.0016	1.0053	1.0020	3223
honest	1.0008	1.0010	1.0035	1.0020	4205
familiar	1.0010	1.0008	1.0023	1.0019	6734
dramatic	1.0022	1.0032	1.0034	1.0019	3010
ingredient	1.0113	1.0020	1.0076	1.0019	1757
caution	1.0015	1.0018	1.0030	1.0019	1791
goodbye	1.0022	1.0012	1.0032	1.0019	1616
killing	1.0027	1.0018	1.0026	1.0019	1349
dismay	1.0020	1.0018	1.0047	1.0019	1189
gleam	1.0012	1.0013	1.0015	1.0018	2253
interpretation	1.0014	1.0021	1.0023	1.0018	2365
vow	1.0033	1.0016	1.0037	1.0018	1651
advertise	1.0039	1.0023	1.0021	1.0018	3792
patent	1.0297	1.0250	1.0065	1.0018	1598
disturb	1.0012	1.0027	1.0030	1.0018	3674
document	1.0023	1.0011	1.0036	1.0018	4599
tangle	1.0039	1.0033	1.0069	1.0018	1397
toy	1.0058	1.0058	1.0027	1.0018	3342
least	1.0014	1.0011	1.0019	1.0018	1935
solution	1.0035	1.0006	1.0023	1.0018	5200
obstacle	1.0018	1.0029	1.0052	1.0018	1423
territory	1.0023	1.0020	1.0019	1.0018	3440
quote	1.0010	1.0021	1.0043	1.0018	3273
fairy	1.0031	1.0043	1.0027	1.0018	1120
boulevard	1.0027	1.0027	1.0043	1.0017	1036
nurse	1.0020	1.0018	1.0016	1.0017	7598
christ	1.0017	1.0009	1.0036	1.0017	4830
designer	1.0098	1.0069	1.0018	1.0017	2138
user	1.0044	1.0065	1.0076	1.0017	2272
pump	1.0048	1.0029	1.0027	1.0017	3495
sculpture	1.0016	1.0027	1.0014	1.0017	1749
orange	1.0028	1.0019	1.0030	1.0017	4945
organism	1.0021	1.0045	1.0041	1.0017	1234
scatter	1.0019	1.0021	1.0035	1.0017	2982
deliver	1.0014	1.0008	1.0082	1.0017	6103
signal	1.0035	1.0018	1.0039	1.0017	5494
emphasize	1.0012	1.0036	1.0054	1.0017	3000
chance	1.0003	1.0003	1.0022	1.0017	15520
buyer	1.0032	1.0018	1.0017	1.0017	2175
innovation	1.0037	1.0024	1.0035	1.0017	1238
extremely	1.0008	1.0012	1.0020	1.0017	3563
wedding	1.0017	1.0016	1.0012	1.0017	1665
congregation	1.0027	1.0018	1.0025	1.0016	1189
pleasant	1.0013	1.0013	1.0023	1.0016	2945
assignment	1.0029	1.0019	1.0027	1.0016	1983
swirl	1.0044	1.0029	1.0035	1.0016	1363
dispute	1.0019	1.0008	1.0018	1.0016	3093
opposition	1.0008	1.0022	1.0044	1.0016	4806
obligation	1.0007	1.0008	1.0014	1.0016	2159
expansion	1.0025	1.0026	1.0068	1.0016	2411
motor	1.0021	1.0062	1.0173	1.0016	3862
sugar	1.0023	1.0099	1.0380	1.0016	5484
error	1.0010	1.0012	1.0034	1.0016	2988
recover	1.0010	1.0014	1.0028	1.0016	3333
trailer	1.0030	1.0035	1.0017	1.0016	1629
institution	1.0015	1.0015	1.0013	1.0016	6865
tournament	1.0033	1.0024	1.0060	1.0016	1986
link	1.0028	1.0017	1.0030	1.0016	5950
weigh	1.0014	1.0019	1.0038	1.0016	3013
upward	1.0020	1.0016	1.0037	1.0016	2342
land	1.0007	1.0007	1.0011	1.0016	24211
coin	1.0016	1.0014	1.0027	1.0016	2456
cute	1.0023	1.0053	1.0025	1.0016	1305
flashlight	1.0018	1.0025	1.0021	1.0016	1268
eliminate	1.0013	1.0029	1.0050	1.0015	3624
income	1.0011	1.0016	1.0016	1.0015	8888
virus	1.0031	1.0059	1.0040	1.0015	1564
virtually	1.0016	1.0018	1.0019	1.0015	3908
meeting	1.0027	1.0009	1.0023	1.0015	3441
reaction	1.0019	1.0011	1.0019	1.0015	5520
leaf	1.0014	1.0007	1.0030	1.0015	7441
briefcase	1.0019	1.0027	1.0026	1.0015	1032
israeli	1.0018	1.0009	1.0041	1.0015	5608
quarterback	1.0060	1.0057	1.0021	1.0015	1341
outfit	1.0037	1.0024	1.0023	1.0015	1841
organize	1.0020	1.0015	1.0036	1.0015	6040
immune	1.0071	1.0686	1.0079	1.0015	1101
triumph	1.0013	1.0020	1.0022	1.0015	2402
harder	1.0015	1.0019	1.0016	1.0015	1862
russian	1.0008	1.0038	1.0090	1.0015	8614
possession	1.0026	1.0030	1.0017	1.0015	1954
strategy	1.0027	1.0023	1.0077	1.0015	5236
spine	1.0038	1.0024	1.0031	1.0015	1396
treasure	1.0026	1.0017	1.0028	1.0015	1964
economist	1.0026	1.0036	1.0034	1.0015	2875
convict	1.0025	1.0046	1.0022	1.0014	2081
non	1.0013	1.0014	1.0027	1.0014	5341
drum	1.0017	1.0015	1.0029	1.0014	2529
rocky	1.0032	1.0037	1.0036	1.0014	2104
bean	1.0053	1.0024	1.0026	1.0014	2640
west	1.0047	1.0013	1.0102	1.0014	19556
single	1.0008	1.0011	1.0012	1.0014	15406
already	1.0005	1.0006	1.0026	1.0014	30272
se	1.0007	1.0006	1.0123	1.0014	4270
bar	1.0015	1.0009	1.0011	1.0014	13132
skull	1.0019	1.0015	1.0023	1.0014	2203
organization	1.0008	1.0006	1.0033	1.0014	9931
revelation	1.0046	1.0016	1.0020	1.0014	1434
clothing	1.0027	1.0020	1.0015	1.0014	2986
regulation	1.0022	1.0017	1.0026	1.0014	3293
gown	1.0054	1.0030	1.0021	1.0014	1551
technique	1.0009	1.0024	1.0023	1.0014	4853
sandwich	1.0010	1.0010	1.0013	1.0014	2437
belly	1.0021	1.0027	1.0030	1.0014	2036
advocate	1.0033	1.0015	1.0051	1.0013	2602
lane	1.0046	1.0041	1.0032	1.0013	2775
sketch	1.0021	1.0030	1.0027	1.0013	1821
quickly	1.0009	1.0012	1.0018	1.0013	14539
bite	1.0020	1.0014	1.0019	1.0013	3558
title	1.0010	1.0033	1.0026	1.0013	6182
baseball	1.0018	1.0010	1.0008	1.0013	4300
pen	1.0022	1.0019	1.0022	1.0013	3328
agreement	1.0012	1.0014	1.0015	1.0013	7444
experience	1.0006	1.0007	1.0016	1.0013	18450
monday	1.0012	1.0025	1.0062	1.0013	4467
chairman	1.0007	1.0024	1.0019	1.0013	8363
staircase	1.0015	1.0026	1.0019	1.0013	1053
stake	1.0011	1.0034	1.0023	1.0013	2756
curve	1.0208	1.0015	1.0020	1.0013	4386
cas	1.0008	1.0014	1.0017	1.0013	3410
traffic	1.0056	1.0010	1.0015	1.0013	5770
arise	1.0012	1.0014	1.0017	1.0013	3142
uniform	1.0025	1.0014	1.0017	1.0013	3512
sleep	1.0003	1.0004	1.0007	1.0013	20755
lovely	1.0012	1.0015	1.0030	1.0013	3594
knowledge	1.0004	1.0007	1.0018	1.0013	9032
lens	1.0049	1.0048	1.0025	1.0013	1504
lift	1.0007	1.0009	1.0033	1.0013	10184
shelf	1.0013	1.0007	1.0011	1.0013	3026
trap	1.0016	1.0015	1.0023	1.0013	4021
classroom	1.0050	1.0029	1.0034	1.0012	2177
visitor	1.0009	1.0009	1.0046	1.0012	4438
raise	1.0005	1.0012	1.0025	1.0012	21855
boston	1.0015	1.0047	1.0029	1.0012	6809
january	1.0029	1.0019	1.0043	1.0012	4728
conclude	1.0018	1.0013	1.0021	1.0012	2246
risk	1.0019	1.0043	1.0034	1.0012	9396
sock	1.0016	1.0021	1.0019	1.0012	1975
east	1.0106	1.0050	1.0036	1.0012	14147
platform	1.0058	1.0027	1.0034	1.0012	3222
wine	1.0014	1.0007	1.0028	1.0012	7219
law	1.0006	1.0004	1.0014	1.0012	26557
coat	1.0009	1.0012	1.0015	1.0012	7551
sword	1.0012	1.0018	1.0019	1.0012	2844
stomach	1.0011	1.0019	1.0011	1.0012	4604
produce	1.0021	1.0010	1.0020	1.0012	17608
pill	1.0010	1.0022	1.0016	1.0012	2492
charge	1.0048	1.0009	1.0027	1.0011	16003
stove	1.0012	1.0008	1.0015	1.0011	2127
palace	1.0014	1.0009	1.0018	1.0011	3336
soldier	1.0007	1.0006	1.0007	1.0011	8407
necessary	1.0004	1.0004	1.0012	1.0011	10092
count	1.0017	1.0012	1.0059	1.0011	10527
village	1.0007	1.0007	1.0012	1.0011	8503
forty	1.0008	1.0016	1.0031	1.0011	7353
polite	1.0014	1.0017	1.0024	1.0011	2657
twist	1.0014	1.0019	1.0027	1.0011	4526
temperature	1.0026	1.0013	1.0014	1.0011	4520
