Word	60_70	70_80	80_90	90_00	Frequency
brick	1.0017	1.0019	1.0026	1.0011	2602
bucket	1.0032	1.0028	1.0015	1.0011	1735
response	1.0011	1.0014	1.0031	1.0011	8783
prive	1.0006	1.0006	1.0016	1.0011	4485
clutch	1.0019	1.0022	1.0019	1.0011	2746
crop	1.0013	1.0017	1.0025	1.0011	4065
sam	1.0077	1.0085	1.0122	1.0011	6382
enemy	1.0021	1.0005	1.0010	1.0011	7701
license	1.0018	1.0010	1.0012	1.0011	3721
sense	1.0004	1.0002	1.0011	1.0011	24255
appear	1.0004	1.0006	1.0030	1.0011	22253
outside	1.0004	1.0005	1.0025	1.0010	20939
weapon	1.0024	1.0018	1.0015	1.0010	9021
along	1.0004	1.0008	1.0012	1.0010	32438
test	1.0022	1.0009	1.0026	1.0010	14709
someday	1.0053	1.0059	1.0024	1.0010	1751
than	1.0002	1.0004	1.0015	1.0010	143719
progress	1.0010	1.0010	1.0016	1.0010	5955
explanation	1.0008	1.0019	1.0008	1.0010	4067
sea	1.0004	1.0003	1.0010	1.0010	13089
address	1.0014	1.0055	1.0058	1.0010	8219
roar	1.0016	1.0022	1.0016	1.0010	3629
bank	1.0013	1.0020	1.0022	1.0010	18755
folk	1.0027	1.0028	1.0016	1.0010	5895
estimate	1.0020	1.0032	1.0040	1.0010	8113
needle	1.0025	1.0022	1.0018	1.0010	2275
fever	1.0020	1.0015	1.0025	1.0010	2312
relationship	1.0014	1.0011	1.0019	1.0010	9877
laughter	1.0005	1.0007	1.0006	1.0010	3726
capable	1.0017	1.0009	1.0015	1.0009	3324
giggle	1.0010	1.0015	1.0009	1.0009	1508
strong	1.0005	1.0007	1.0025	1.0009	17493
couch	1.0009	1.0008	1.0015	1.0009	3221
plane	1.0012	1.0005	1.0022	1.0009	9836
gray	1.0010	1.0018	1.0021	1.0009	10454
warn	1.0009	1.0006	1.0029	1.0009	6544
neither	1.0003	1.0006	1.0013	1.0009	10098
board	1.0007	1.0034	1.0036	1.0009	16752
dining	1.0009	1.0009	1.0007	1.0009	2543
clear	1.0005	1.0004	1.0012	1.0009	20532
creature	1.0006	1.0019	1.0015	1.0009	5166
entrance	1.0007	1.0008	1.0011	1.0009	4111
secret	1.0007	1.0007	1.0033	1.0009	11386
child	1.0002	1.0005	1.0025	1.0009	61317
demand	1.0017	1.0011	1.0039	1.0009	11359
admit	1.0008	1.0007	1.0013	1.0009	8334
phone	1.0010	1.0006	1.0014	1.0009	15048
program	1.0008	1.0009	1.0033	1.0008	25701
resident	1.0027	1.0020	1.0016	1.0008	4790
nearly	1.0007	1.0009	1.0014	1.0008	14997
become	1.0002	1.0004	1.0010	1.0008	56849
crisis	1.0022	1.0011	1.0010	1.0008	5265
landscape	1.0014	1.0016	1.0016	1.0008	3016
heel	1.0012	1.0026	1.0017	1.0008	3455
acre	1.0010	1.0015	1.0011	1.0008	4303
francisco	1.0020	1.0013	1.0057	1.0008	5454
justice	1.0022	1.0014	1.0030	1.0008	8421
shadow	1.0010	1.0005	1.0025	1.0008	8003
cost	1.0021	1.0007	1.0015	1.0008	19483
trend	1.0027	1.0019	1.0013	1.0008	3315
brush	1.0033	1.0014	1.0029	1.0008	5855
spin	1.0040	1.0023	1.0028	1.0008	4015
prize	1.0009	1.0012	1.0014	1.0008	3258
screen	1.0016	1.0017	1.0014	1.0008	7866
ancient	1.0009	1.0006	1.0020	1.0008	5545
energy	1.0294	1.0064	1.0026	1.0007	12308
hide	1.0006	1.0007	1.0009	1.0007	10211
stupid	1.0011	1.0009	1.0031	1.0007	4439
coach	1.0018	1.0109	1.0034	1.0007	7126
screame	1.0015	1.0008	1.0015	1.0007	2156
cause	1.0006	1.0021	1.0016	1.0007	18859
award	1.0012	1.0013	1.0060	1.0007	3656
touch	1.0003	1.0005	1.0021	1.0007	18749
must	1.0002	1.0002	1.0010	1.0007	57717
doubt	1.0004	1.0003	1.0008	1.0007	11189
snap	1.0011	1.0012	1.0026	1.0007	4845
ball	1.0007	1.0008	1.0014	1.0007	10104
carry	1.0006	1.0006	1.0028	1.0007	26028
lead	1.0008	1.0019	1.0018	1.0007	34703
campaign	1.0011	1.0008	1.0020	1.0007	12303
refuse	1.0004	1.0006	1.0026	1.0007	9752
infection	1.0017	1.0025	1.0025	1.0007	1791
basket	1.0015	1.0020	1.0016	1.0007	2609
judgment	1.0006	1.0008	1.0017	1.0006	4162
shop	1.0006	1.0007	1.0005	1.0006	10882
beat	1.0014	1.0024	1.0035	1.0006	14327
cat	1.0011	1.0019	1.0012	1.0006	7101
curtain	1.0023	1.0008	1.0019	1.0006	3395
storm	1.0019	1.0015	1.0013	1.0006	5391
drug	1.0019	1.0015	1.0013	1.0006	11816
deep	1.0004	1.0007	1.0014	1.0006	21676
button	1.0008	1.0011	1.0011	1.0006	4660
neighborhood	1.0009	1.0018	1.0022	1.0006	5453
questions	1.0004	1.0006	1.0011	1.0006	3017
week	1.0007	1.0009	1.0074	1.0006	50488
excuse	1.0005	1.0017	1.0011	1.0006	4280
dirt	1.0034	1.0033	1.0012	1.0006	3668
ceiling	1.0011	1.0018	1.0021	1.0006	3130
movement	1.0008	1.0017	1.0034	1.0006	11277
mirror	1.0007	1.0012	1.0014	1.0006	6672
family	1.0003	1.0006	1.0013	1.0006	42450
ten	1.0004	1.0009	1.0016	1.0006	19077
circle	1.0012	1.0008	1.0021	1.0006	7585
candle	1.0011	1.0009	1.0010	1.0005	2368
tongue	1.0017	1.0010	1.0011	1.0005	5110
pocket	1.0005	1.0005	1.0008	1.0005	8727
parent	1.0006	1.0011	1.0021	1.0005	17563
part	1.0004	1.0004	1.0008	1.0005	49796
suffer	1.0007	1.0006	1.0008	1.0005	8599
lip	1.0004	1.0003	1.0007	1.0005	9991
player	1.0009	1.0016	1.0009	1.0005	10400
tonight	1.0023	1.0022	1.0008	1.0005	7470
political	1.0006	1.0011	1.0005	1.0005	26133
father	1.0003	1.0004	1.0024	1.0004	49537
edge	1.0006	1.0012	1.0010	1.0004	13679
boat	1.0005	1.0006	1.0010	1.0004	9230
seat	1.0008	1.0007	1.0030	1.0004	14702
novel	1.0004	1.0008	1.0019	1.0004	5322
learn	1.0003	1.0003	1.0022	1.0004	24966
disease	1.0005	1.0012	1.0008	1.0004	8588
wrong	1.0002	1.0002	1.0003	1.0004	16293
one	1.0001	1.0002	1.0010	1.0004	307591
record	1.0010	1.0019	1.0010	1.0004	18481
late	1.0003	1.0011	1.0014	1.0004	62591
without	1.0002	1.0002	1.0012	1.0004	47669
alive	1.0003	1.0004	1.0006	1.0004	7099
couple	1.0007	1.0054	1.0010	1.0004	14833
effort	1.0003	1.0004	1.0016	1.0004	16731
night	1.0003	1.0003	1.0006	1.0004	54555
shot	1.0070	1.0101	1.0011	1.0004	11774
bag	1.0007	1.0003	1.0007	1.0004	10321
why	1.0001	1.0002	1.0006	1.0003	59744
start	1.0007	1.0006	1.0011	1.0003	49506
card	1.0007	1.0018	1.0006	1.0003	8897
drink	1.0003	1.0011	1.0007	1.0003	19972
month	1.0002	1.0006	1.0026	1.0003	37765
begin	1.0005	1.0004	1.0014	1.0003	66628
word	1.0001	1.0001	1.0006	1.0003	42578
bit	1.0005	1.0007	1.0008	1.0003	15621
give	1.0002	1.0003	1.0015	1.0003	100291
pay	1.0003	1.0006	1.0007	1.0003	31898
guess	1.0001	1.0006	1.0004	1.0003	13198
morning	1.0002	1.0003	1.0006	1.0003	26876
anymore	1.0010	1.0007	1.0006	1.0003	4559
answer	1.0003	1.0004	1.0010	1.0003	25397
surprise	1.0003	1.0004	1.0011	1.0003	16857
movie	1.0012	1.0011	1.0009	1.0003	12188
face	1.0002	1.0003	1.0012	1.0002	69498
realize	1.0003	1.0008	1.0018	1.0002	15815
man	1.0003	1.0003	1.0010	1.0002	167006
street	1.0003	1.0028	1.0019	1.0002	33545
town	1.0003	1.0005	1.0006	1.0002	22051
back	1.0002	1.0003	1.0013	1.0002	143154
oh	1.0003	1.0001	1.0003	1.0002	28238
wear	1.0005	1.0003	1.0009	1.0002	25198
woman	1.0007	1.0004	1.0004	1.0002	74895
wall	1.0002	1.0030	1.0028	1.0002	26641
tree	1.0002	1.0004	1.0006	1.0002	19658
maybe	1.0001	1.0004	1.0004	1.0002	29407
head	1.0001	1.0004	1.0015	1.0001	64189
seem	1.0001	1.0002	1.0007	1.0001	67653
lot	1.0004	1.0004	1.0005	1.0001	30664
